web-scraper-order,web-scraper-start-url,catecories,catecories-href,product,product-href,name,price,pic_url-src,address,pic_url_slide-src
1698357767-1746,https://bristol.ru/catalog,"Водка, Настойки",https://bristol.ru/category/122,,https://bristol.ru/product/2813,"Водка ПЕТРОВСКАЯ ГАВАНЬ 40% 0,5Л",349.99 ₽,,Владим. обл. г.Владимир пр-кт Ленина д.62,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdXhLIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--409215b93cbc5a0a885ead8e81dc5721b046cbac/a8da5cdc-b01b-11ec-9a24-005056011b5d.jpeg
1698357769-1747,https://bristol.ru/catalog,"Водка, Настойки",https://bristol.ru/category/122,,https://bristol.ru/product/6056,"Водка СОЛОДОВАЯ ЯРМАРКА 40% 0,5Л",339.99 ₽,,Владим. обл. г.Владимир пр-кт Ленина д.62,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbEJJIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9ac711848218722beb1ddb2592a3d0ea79794d97/32e09b5f-a5e4-11ec-9a24-005056011b5d.jpeg
1698357772-1748,https://bristol.ru/catalog,"Водка, Настойки",https://bristol.ru/category/122,,https://bristol.ru/product/5403,"Водка АРХАНГЕЛЬСКАЯ СЕВЕРНАЯ ВЫДЕРЖКА 40% 0,5Л",339.99 ₽,,Владим. обл. г.Владимир пр-кт Ленина д.62,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeURySVE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--e00ecaafd85c3310edb8c5f380a3191e08b80ee4/f029bf5d-31e0-11ec-8169-00155d420661.jpeg
1698357774-1749,https://bristol.ru/catalog,"Водка, Настойки",https://bristol.ru/category/122,,https://bristol.ru/product/7951,"Настойка полусладкая СИББИТТЕР МЕД И ТАБАСКО 35% 0,5Л",339.99 ₽,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMkhWSHc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--852f4963ef7b302476d88052252ee5a062e554f5/4bbb824e-58f1-11ed-9a27-005056011b5d.jpeg,Владим. обл. г.Владимир пр-кт Ленина д.62,
1698357777-1750,https://bristol.ru/catalog,"Водка, Настойки",https://bristol.ru/category/122,,https://bristol.ru/product/7997,"Настойка горькая СИББИТТЕР СИБИРСКИЙ МЕД С ПЕРЦЕМ 38% 0,5Л",339.99 ₽,,Владим. обл. г.Владимир пр-кт Ленина д.62,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOEgwSHc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--a74de9facf9fd8a426dc33bfc8f5dbb4eba09d51/6c0ff4b0-8a62-11ec-9a24-005056011b5d.jpeg
1698357779-1751,https://bristol.ru/catalog,"Водка, Настойки",https://bristol.ru/category/122,,https://bristol.ru/product/8900,"Настойка горькая ТРИ СТАРИКА КЕДРОВАЯ 35% 0,49Л",329.99 ₽,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMTZTSVE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--aed48bdd881fc601eda7d75dfd4e4fe1d17249d0/3eccd6eb-27b2-11ee-9a31-005056011b5d.jpeg,Владим. обл. г.Владимир пр-кт Ленина д.62,
1698357782-1752,https://bristol.ru/catalog,"Водка, Настойки",https://bristol.ru/category/122,,https://bristol.ru/product/5143,"Водка МОРОША НА МИН.ВОДЕ КАРЕЛИИ УРОВЕНЬ МЯГКОСТИ №1 40% 0,5Л",329.99 ₽,,Владим. обл. г.Владимир пр-кт Ленина д.62,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBL0NqSWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--b20452d7c603fdec1176f2257f10e3ae27b91fa9/5da71554-bce3-11ed-9a29-005056011b5d.png
1698357784-1753,https://bristol.ru/catalog,"Водка, Настойки",https://bristol.ru/category/122,,https://bristol.ru/product/7840,"Водка ХОРТА АБСОЛЮТНАЯ 38% 0,5Л",329.99 ₽,,Владим. обл. г.Владимир пр-кт Ленина д.62,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMVFJSUE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--f07886d3d2da064c8d5c1dfb1b695434944bf32d/b6657647-61b0-11ed-9a27-005056011b5d.jpeg
1698357786-1754,https://bristol.ru/catalog,"Водка, Настойки",https://bristol.ru/category/122,,https://bristol.ru/product/442,"Водка ЗИМНЯЯ ДЕРЕВЕНЬКА НА СОЛОДОВОМ СПИРТЕ 40% 0,5Л",329.99 ₽,,Владим. обл. г.Владимир пр-кт Ленина д.62,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbmtFIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--bd95282994f334c892df087cd4162af7445aebd1/eccb475a-45eb-11ec-9a22-005056011b5d.jpeg
1698357789-1755,https://bristol.ru/catalog,"Водка, Настойки",https://bristol.ru/category/122,,https://bristol.ru/product/6427,"Водка особая МОРОША НА МИН.ВОДЕ КАРЕЛИИ УРОВЕНЬ МЯГКОСТИ №3 38% 0,5Л",329.99 ₽,,Владим. обл. г.Владимир пр-кт Ленина д.62,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeVpRSUE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--8c7edbc9cafa63f934d1c00e03c352a6dd80b133/b4d9d7d1-6f09-11ed-9a27-005056011b5d.jpeg
